Snapshot,Size,Count,Average Count
"27, 4752, 99, 48.00"
"28, 6768, 140, 48.34"
"29, 6216, 134, 46.39"
"30, 5504, 86, 64.00"
"31, 4320, 90, 48.00"
"32, 9184, 190, 48.34"
"33, 8208, 96, 85.50"
"34, 8048, 172, 46.79"
"35, 6976, 109, 64.00"
"36, 9216, 108, 85.33"
"37, 4992, 104, 48.00"
"38, 10680, 221, 48.33"
"39, 10024, 211, 47.51"
"40, 8640, 135, 64.00"
"41, 10224, 120, 85.20"
"42, 6336, 132, 48.00"
"43, 11640, 241, 48.30"
"44, 12096, 249, 48.58"
"45, 10496, 164, 64.00"
"46, 11232, 132, 85.09"
"47, 8304, 173, 48.00"
"48, 12312, 255, 48.28"
"49, 14480, 295, 49.08"
"50, 12544, 196, 64.00"
"51, 12240, 144, 85.00"
"52, 9504, 198, 48.00"
"53, 13992, 290, 48.25"
"54, 17032, 343, 49.66"
"55, 14784, 231, 64.00"
"56, 10704, 223, 48.00"
"57, 13248, 156, 84.92"
"58, 15960, 331, 48.22"
"59, 19752, 393, 50.26"
"60, 17216, 269, 64.00"
"61, 12432, 259, 48.00"
"62, 14256, 168, 84.86"
"63, 17688, 367, 48.20"
"64, 22640, 445, 50.88"
"65, 19840, 310, 64.00"
"66, 15264, 180, 84.80"
"67, 14256, 297, 48.00"
"68, 19608, 407, 48.18"
"69, 25912, 508, 51.01"
"70, 22656, 354, 64.00"
"71, 16272, 192, 84.75"
"72, 16032, 334, 48.00"
"73, 21864, 454, 48.16"
"74, 29232, 568, 51.46"
"75, 25664, 401, 64.00"
"76, 17280, 204, 84.71"
"77, 17856, 372, 48.00"
"78, 24360, 506, 48.14"
"79, 32720, 630, 51.94"
"80, 28864, 451, 64.00"
"81, 18288, 216, 84.67"
"82, 19776, 412, 48.00"
"83, 27048, 562, 48.13"
"84, 36400, 695, 52.37"
"85, 32256, 504, 64.00"
"86, 19296, 228, 84.63"
"87, 21600, 450, 48.00"
"88, 30120, 626, 48.12"
"89, 40272, 763, 52.78"
"90, 35840, 560, 64.00"
"91, 20304, 240, 84.60"
"92, 23424, 488, 48.00"
"93, 33480, 696, 48.10"
"94, 44336, 834, 53.16"
"95, 39616, 619, 64.00"
"96, 21312, 252, 84.57"
"97, 25296, 527, 48.00"
"98, 37080, 771, 48.09"
"99, 48592, 908, 53.52"
"100, 43584, 681, 64.00"
"101, 22320, 264, 84.55"
"102, 27168, 566, 48.00"
"103, 40968, 852, 48.08"
"104, 53040, 985, 53.85"
"105, 47744, 746, 64.00"
"106, 23328, 276, 84.52"
"107, 28992, 604, 48.00"
"108, 57680, 1065, 54.16"
"109, 45192, 940, 48.08"
"110, 52096, 814, 64.00"
"111, 24336, 288, 84.50"
"112, 30768, 641, 48.00"
"113, 62512, 1148, 54.45"
"114, 56640, 885, 64.00"
"115, 49752, 1035, 48.07"
"116, 25536, 304, 84.00"
"117, 32544, 678, 48.00"
"118, 54408, 1132, 48.06"
"119, 66000, 1210, 54.55"
"120, 59696, 933, 63.98"
"121, 34416, 717, 48.00"
"122, 59304, 1234, 48.06"
"123, 22512, 232, 97.03"
"124, 31216, 791, 39.46"
"125, 23936, 298, 80.32"
"126, 36288, 756, 48.00"
"127, 60408, 1257, 48.06"
"128, 25520, 310, 82.32"
"129, 32368, 821, 39.43"
"130, 5440, 68, 80.00"
"131, 36288, 756, 48.00"
"132, 60168, 1252, 48.06"
"133, 27152, 322, 84.32"
"134, 33912, 858, 39.52"
"135, 5360, 67, 80.00"
"136, 36144, 753, 48.00"
"137, 60312, 1255, 48.06"
"138, 28832, 334, 86.32"
"139, 35456, 895, 39.62"
"140, 21600, 186, 116.13"
"141, 36192, 754, 48.00"
"142, 60312, 1255, 48.06"
"143, 30560, 346, 88.32"
"144, 36832, 929, 39.65"
"145, 5360, 67, 80.00"
"146, 36144, 753, 48.00"
"147, 60264, 1254, 48.06"
"148, 32336, 358, 90.32"
"149, 38320, 965, 39.71"
"150, 5280, 66, 80.00"
"151, 36144, 753, 48.00"
"152, 60360, 1256, 48.06"
"153, 34160, 370, 92.32"
"154, 39864, 1002, 39.78"
"155, 23808, 205, 116.14"
"156, 36240, 755, 48.00"
"157, 60408, 1257, 48.06"
"158, 36032, 382, 94.32"
"159, 41576, 1042, 39.90"
"160, 24432, 209, 116.90"
"161, 36288, 756, 48.00"
"162, 60408, 1257, 48.06"
"163, 37952, 394, 96.32"
"164, 42728, 1072, 39.86"
"165, 5440, 68, 80.00"
"166, 36288, 756, 48.00"
"167, 60408, 1257, 48.06"
"168, 39920, 406, 98.33"
"169, 44384, 1111, 39.95"
"170, 5440, 68, 80.00"
"171, 36288, 756, 48.00"
"172, 60408, 1257, 48.06"
"173, 41936, 418, 100.33"
"174, 45816, 1146, 39.98"
"175, 5440, 68, 80.00"
"176, 36288, 756, 48.00"
"177, 60168, 1252, 48.06"
"178, 44000, 430, 102.33"
"179, 47304, 1182, 40.02"
"180, 5360, 67, 80.00"
"181, 36048, 751, 48.00"
"182, 60216, 1253, 48.06"
"183, 46112, 442, 104.33"
"184, 48736, 1217, 40.05"
"185, 28032, 239, 117.29"
"186, 36096, 752, 48.00"
"187, 60360, 1256, 48.06"
"188, 48272, 454, 106.33"
"189, 50000, 1249, 40.03"
"190, 28896, 248, 116.52"
"191, 36240, 755, 48.00"
"192, 60408, 1257, 48.06"
"193, 50480, 466, 108.33"
"194, 51656, 1288, 40.11"
"195, 29472, 251, 117.42"
"196, 36288, 756, 48.00"
"197, 60408, 1257, 48.06"
"198, 52736, 478, 110.33"
"199, 53088, 1323, 40.13"
"200, 5440, 68, 80.00"
"201, 36288, 756, 48.00"
"202, 60408, 1257, 48.06"
"203, 55040, 490, 112.33"
"204, 54576, 1359, 40.16"
"205, 5440, 68, 80.00"
"206, 36240, 755, 48.00"
"207, 60264, 1254, 48.06"
"208, 57392, 502, 114.33"
"209, 56120, 1396, 40.20"
"210, 5360, 67, 80.00"
"211, 36192, 754, 48.00"
"212, 60416, 1257, 48.06"
"213, 59792, 514, 116.33"
"214, 57384, 1428, 40.18"
"215, 32400, 276, 117.39"
"216, 36240, 755, 48.00"
"217, 60464, 1258, 48.06"
"218, 62240, 526, 118.33"
"219, 58984, 1466, 40.23"
"220, 33072, 281, 117.69"
"221, 36288, 756, 48.00"
"222, 60408, 1257, 48.06"
"223, 64736, 538, 120.33"
"224, 60808, 1508, 40.32"
"225, 5440, 68, 80.00"
"226, 36288, 756, 48.00"
"227, 60408, 1257, 48.06"
"228, 67280, 550, 122.33"
"229, 62240, 1543, 40.34"
"230, 5440, 68, 80.00"
"231, 36288, 756, 48.00"
"232, 60408, 1257, 48.06"
"233, 69872, 562, 124.33"
"234, 63784, 1580, 40.37"
"235, 5440, 68, 80.00"
"236, 36288, 756, 48.00"
"237, 60408, 1257, 48.06"
"238, 72512, 574, 126.33"
"239, 65272, 1616, 40.39"
"240, 5440, 68, 80.00"
"241, 36288, 756, 48.00"
"242, 60408, 1257, 48.06"
"243, 75200, 586, 128.33"
"244, 66760, 1652, 40.41"
"245, 5440, 68, 80.00"
"246, 36288, 756, 48.00"
"247, 60408, 1257, 48.06"
"248, 77936, 598, 130.33"
"249, 68360, 1690, 40.45"
"250, 5440, 68, 80.00"
"251, 36288, 756, 48.00"
"252, 60408, 1257, 48.06"
"253, 80720, 610, 132.33"
"254, 69736, 1724, 40.45"
"255, 5440, 68, 80.00"
"256, 36288, 756, 48.00"
"257, 60408, 1257, 48.06"
"258, 83552, 622, 134.33"
"259, 71224, 1760, 40.47"
"260, 5440, 68, 80.00"
"261, 36240, 755, 48.00"
"262, 60456, 1258, 48.06"
"263, 86432, 634, 136.33"
"264, 72712, 1796, 40.49"
"265, 39552, 335, 118.07"
"266, 36336, 757, 48.00"
"267, 60408, 1257, 48.06"
"268, 89360, 646, 138.33"
"269, 74088, 1830, 40.49"
"270, 40320, 342, 117.89"
"271, 36384, 758, 48.00"
"272, 60464, 1258, 48.06"
"273, 92336, 658, 140.33"
"274, 75688, 1868, 40.52"
"275, 5520, 69, 80.00"
"276, 36384, 758, 48.00"
"277, 60464, 1258, 48.06"
"278, 95360, 670, 142.33"
"279, 76896, 1899, 40.49"
"280, 5520, 69, 80.00"
"281, 36384, 758, 48.00"
"282, 60408, 1257, 48.06"
"283, 98432, 682, 144.33"
"284, 78384, 1935, 40.51"
"285, 5520, 69, 80.00"
"286, 36384, 758, 48.00"
"287, 60408, 1257, 48.06"
"288, 101552, 694, 146.33"
"289, 79760, 1969, 40.51"
"290, 5520, 69, 80.00"
"291, 36384, 758, 48.00"
"292, 60408, 1257, 48.06"
"293, 104720, 706, 148.33"
"294, 81080, 2002, 40.50"
"295, 5520, 69, 80.00"
"296, 36384, 758, 48.00"
"297, 60408, 1257, 48.06"
"298, 107936, 718, 150.33"
"299, 82848, 2043, 40.55"
"300, 5520, 69, 80.00"
"301, 36384, 758, 48.00"
"302, 60408, 1257, 48.06"
"303, 111200, 730, 152.33"
"304, 84336, 2079, 40.57"
"305, 5520, 69, 80.00"
"306, 70968, 817, 86.86"
"307, 29936, 931, 32.15"
"308, 12160, 190, 64.00"
"309, 6528, 136, 48.00"
"310, 14568, 302, 48.24"
"311, 83736, 1074, 77.97"
"312, 42448, 1134, 37.43"
"313, 24384, 381, 64.00"
"314, 7872, 164, 48.00"
"315, 19320, 401, 48.18"
"316, 96168, 1324, 72.63"
"317, 55152, 1340, 41.16"
"318, 36800, 575, 64.00"
"319, 9792, 204, 48.00"
"320, 24120, 501, 48.14"
"321, 108888, 1580, 68.92"
"322, 68048, 1549, 43.93"
"323, 49408, 772, 64.00"
"324, 11712, 244, 48.00"
"325, 28920, 601, 48.12"
"326, 117720, 1755, 67.08"
"327, 81136, 1761, 46.07"
"328, 62208, 972, 64.00"
"329, 13632, 284, 48.00"
"330, 33720, 701, 48.10"
"331, 15552, 324, 48.00"
"332, 38616, 803, 48.09"
"333, 131792, 802, 164.33"
"334, 93264, 2295, 40.64"
"335, 82448, 1789, 46.09"
"336, 15648, 326, 48.00"
"337, 38720, 805, 48.10"
"338, 135392, 814, 166.33"
"339, 94528, 2327, 40.62"
"340, 5600, 70, 80.00"
"341, 15648, 326, 48.00"
"342, 38720, 805, 48.10"
"343, 139040, 826, 168.33"
"344, 96296, 2368, 40.67"
"345, 5600, 70, 80.00"
"346, 15648, 326, 48.00"
"347, 38664, 804, 48.09"
"348, 142736, 838, 170.33"
"349, 98064, 2409, 40.71"
"350, 5600, 70, 80.00"
"351, 15648, 326, 48.00"
"352, 38664, 804, 48.09"
"353, 146480, 850, 172.33"
"354, 99272, 2440, 40.69"
"355, 5600, 70, 80.00"
"356, 15648, 326, 48.00"
"357, 38664, 804, 48.09"
"358, 150272, 862, 174.33"
"359, 100760, 2476, 40.69"
"360, 5600, 70, 80.00"
"361, 15648, 326, 48.00"
"362, 38664, 804, 48.09"
"363, 154112, 874, 176.33"
"364, 102360, 2514, 40.72"
"365, 5600, 70, 80.00"
"366, 15648, 326, 48.00"
"367, 38664, 804, 48.09"
"368, 158000, 886, 178.33"
"369, 103960, 2552, 40.74"
"370, 5600, 70, 80.00"
"371, 15648, 326, 48.00"
"372, 38664, 804, 48.09"
"373, 161936, 898, 180.33"
"374, 105728, 2593, 40.77"
"375, 5600, 70, 80.00"
"376, 15648, 326, 48.00"
"377, 38664, 804, 48.09"
"378, 165920, 910, 182.33"
"379, 106880, 2623, 40.75"
"380, 5600, 70, 80.00"
"381, 15648, 326, 48.00"
"382, 38664, 804, 48.09"
"383, 169952, 922, 184.33"
"384, 108424, 2660, 40.76"
"385, 5600, 70, 80.00"
"386, 15648, 326, 48.00"
"387, 38664, 804, 48.09"
"388, 174032, 934, 186.33"
"389, 109912, 2696, 40.77"
"390, 5600, 70, 80.00"
"391, 15648, 326, 48.00"
"392, 38664, 804, 48.09"
"393, 178160, 946, 188.33"
"394, 111456, 2733, 40.78"
"395, 5600, 70, 80.00"
"396, 15648, 326, 48.00"
"397, 38664, 804, 48.09"
"398, 182336, 958, 190.33"
"399, 112944, 2769, 40.79"
"400, 5600, 70, 80.00"
"401, 15648, 326, 48.00"
"402, 38664, 804, 48.09"
"403, 186560, 970, 192.33"
"404, 114096, 2799, 40.76"
"405, 5600, 70, 80.00"
"406, 15648, 326, 48.00"
"407, 38664, 804, 48.09"
"408, 190832, 982, 194.33"
"409, 115640, 2836, 40.78"
"410, 5600, 70, 80.00"
"411, 15648, 326, 48.00"
"412, 38664, 804, 48.09"
"413, 195152, 994, 196.33"
"414, 117240, 2874, 40.79"
"415, 5600, 70, 80.00"
"416, 15648, 326, 48.00"
"417, 38664, 804, 48.09"
"418, 199520, 1006, 198.33"
"419, 118896, 2913, 40.82"
"420, 5600, 70, 80.00"
"421, 15648, 326, 48.00"
"422, 38664, 804, 48.09"
"423, 203936, 1018, 200.33"
"424, 120384, 2949, 40.82"
"425, 5600, 70, 80.00"
"426, 15648, 326, 48.00"
"427, 38664, 804, 48.09"
"428, 208400, 1030, 202.33"
"429, 121816, 2984, 40.82"
"430, 5600, 70, 80.00"
"431, 15648, 326, 48.00"
"432, 38664, 804, 48.09"
"433, 212912, 1042, 204.33"
"434, 123304, 3020, 40.83"
"435, 5600, 70, 80.00"
"436, 15648, 326, 48.00"
"437, 38664, 804, 48.09"
"438, 217472, 1054, 206.33"
"439, 124736, 3055, 40.83"
"440, 5600, 70, 80.00"
"441, 15648, 326, 48.00"
"442, 38664, 804, 48.09"
"443, 222080, 1066, 208.33"
"444, 126504, 3096, 40.86"
"445, 5600, 70, 80.00"
"446, 15648, 326, 48.00"
"447, 38664, 804, 48.09"
"448, 226736, 1078, 210.33"
"449, 127712, 3127, 40.84"
"450, 5600, 70, 80.00"
"451, 15648, 326, 48.00"
"452, 231440, 1090, 212.33"
"453, 38664, 804, 48.09"
"454, 129144, 3162, 40.84"
"455, 5600, 70, 80.00"
"456, 15648, 326, 48.00"
"457, 236192, 1102, 214.33"
"458, 38664, 804, 48.09"
"459, 130688, 3199, 40.85"
"460, 5600, 70, 80.00"
"461, 15648, 326, 48.00"
"462, 240992, 1114, 216.33"
"463, 38664, 804, 48.09"
"464, 132176, 3235, 40.86"
"465, 5600, 70, 80.00"
"466, 15648, 326, 48.00"
"467, 245840, 1126, 218.33"
"468, 38664, 804, 48.09"
"469, 133608, 3270, 40.86"
"470, 5600, 70, 80.00"
"471, 15648, 326, 48.00"
"472, 250736, 1138, 220.33"
"473, 38664, 804, 48.09"
"474, 134928, 3303, 40.85"
"475, 5600, 70, 80.00"
"476, 15648, 326, 48.00"
"477, 255680, 1150, 222.33"
"478, 38664, 804, 48.09"
"479, 136472, 3340, 40.86"
"480, 5600, 70, 80.00"
"481, 260672, 1162, 224.33"
"482, 15648, 326, 48.00"
"483, 38664, 804, 48.09"
"484, 138016, 3377, 40.87"
"485, 5600, 70, 80.00"
"486, 265712, 1174, 226.33"
"487, 15648, 326, 48.00"
"488, 38664, 804, 48.09"
"489, 139392, 3411, 40.87"
"490, 5600, 70, 80.00"
"491, 270800, 1186, 228.33"
"492, 15648, 326, 48.00"
"493, 38664, 804, 48.09"
"494, 140880, 3447, 40.87"
"495, 5600, 70, 80.00"
"496, 7296, 114, 64.00"
"497, 35952, 1310, 27.44"
"498, 85752, 849, 101.00"
"499, 10632, 220, 48.33"
"500, 3840, 80, 48.00"
"501, 110712, 1336, 82.87"
"502, 26624, 416, 64.00"
"503, 55280, 1612, 34.29"
"504, 5904, 123, 48.00"
"505, 15336, 316, 48.53"
"506, 132600, 1792, 74.00"
"507, 45952, 718, 64.00"
"508, 74608, 1914, 38.98"
"509, 7920, 165, 48.00"
"510, 19944, 414, 48.17"
"511, 152568, 2208, 69.10"
"512, 63616, 994, 64.00"
"513, 92272, 2190, 42.13"
"514, 9984, 208, 48.00"
"515, 24696, 513, 48.14"
"516, 12048, 251, 48.00"
"517, 29448, 612, 48.12"
"518, 6160, 77, 80.00"
"519, 4592, 40, 114.80"
"520, 2016, 28, 72.00"
"521, 12048, 251, 48.00"
"522, 29448, 612, 48.12"
"523, 6160, 77, 80.00"
"524, 30576, 546, 56.00"
"525, 4592, 40, 114.80"
"526, 12048, 251, 48.00"
"527, 29448, 612, 48.12"
"528, 6160, 77, 80.00"
"529, 141808, 3473, 40.83"
"530, 10584, 189, 56.00"
"531, 12048, 251, 48.00"
"532, 29448, 612, 48.12"
"533, 6160, 77, 80.00"
"534, 4592, 40, 114.80"
"535, 1872, 26, 72.00"
"536, 12048, 251, 48.00"
"537, 29448, 612, 48.12"
"538, 6160, 77, 80.00"
"539, 4592, 40, 114.80"
"540, 2016, 28, 72.00"
"541, 12048, 251, 48.00"
"542, 29448, 612, 48.12"
"543, 6160, 77, 80.00"
"544, 4592, 40, 114.80"
"545, 1872, 26, 72.00"
"546, 12048, 251, 48.00"
"547, 29448, 612, 48.12"
"548, 6160, 77, 80.00"
"549, 4592, 40, 114.80"
"550, 2016, 28, 72.00"
"551, 12048, 251, 48.00"
"552, 29392, 611, 48.10"
"553, 6160, 77, 80.00"
"554, 224, 4, 56.00"
"555, 141920, 3475, 40.84"
Snapshot,Size,Count,Average Count
"1, 40096, 11, 3645.09"
"2, 2184, 29, 75.31"
"3, 2000, 5, 400.00"
"4, 1256, 10, 125.60"
"5, 1008, 16, 63.00"
"6, 3072, 34, 90.35"
"7, 1648, 45, 36.62"
"8, 2160, 27, 80.00"
"9, 1096, 24, 45.67"
"10, 1536, 24, 64.00"
"11, 5760, 115, 50.09"
"12, 1200, 25, 48.00"
"13, 4176, 48, 87.00"
"14, 2208, 52, 42.46"
"15, 2240, 35, 64.00"
"16, 1104, 23, 48.00"
"17, 5184, 60, 86.40"
"18, 7584, 157, 48.31"
"19, 3368, 77, 43.74"
"20, 3136, 49, 64.00"
"21, 6144, 71, 86.54"
"22, 1440, 30, 48.00"
"23, 8544, 177, 48.27"
"24, 4720, 105, 44.95"
"25, 4224, 66, 64.00"
"26, 7200, 84, 85.71"
"27, 4608, 96, 48.00"
"28, 6768, 140, 48.34"
"29, 6168, 132, 46.73"
"30, 5504, 86, 64.00"
"31, 4272, 89, 48.00"
"32, 9192, 190, 48.38"
"33, 8208, 96, 85.50"
"34, 8048, 172, 46.79"
"35, 6976, 109, 64.00"
"36, 9216, 108, 85.33"
"37, 4800, 100, 48.00"
"38, 10832, 224, 48.36"
"39, 10000, 210, 47.62"
"40, 8640, 135, 64.00"
"41, 10224, 120, 85.20"
"42, 6096, 127, 48.00"
"43, 11784, 244, 48.30"
"44, 12048, 247, 48.78"
"45, 10496, 164, 64.00"
"46, 7824, 163, 48.00"
"47, 11232, 132, 85.09"
"48, 12648, 262, 48.27"
"49, 14480, 295, 49.08"
"50, 12544, 196, 64.00"
"51, 12240, 144, 85.00"
"52, 9024, 188, 48.00"
"53, 14376, 298, 48.24"
"54, 17008, 342, 49.73"
"55, 14784, 231, 64.00"
"56, 10224, 213, 48.00"
"57, 13248, 156, 84.92"
"58, 16344, 339, 48.21"
"59, 19704, 391, 50.39"
"60, 17216, 269, 64.00"
"61, 12000, 250, 48.00"
"62, 14256, 168, 84.86"
"63, 18024, 374, 48.19"
"64, 22640, 445, 50.88"
"65, 19840, 310, 64.00"
"66, 15264, 180, 84.80"
"67, 13728, 286, 48.00"
"68, 20040, 416, 48.17"
"69, 25912, 508, 51.01"
"70, 22656, 354, 64.00"
"71, 16272, 192, 84.75"
"72, 15456, 322, 48.00"
"73, 22400, 465, 48.17"
"74, 29232, 568, 51.46"
"75, 25664, 401, 64.00"
"76, 17280, 204, 84.71"
"77, 17280, 360, 48.00"
"78, 24896, 517, 48.15"
"79, 32720, 630, 51.94"
"80, 28864, 451, 64.00"
"81, 18288, 216, 84.67"
"82, 19104, 398, 48.00"
"83, 27624, 574, 48.13"
"84, 36400, 695, 52.37"
"85, 32256, 504, 64.00"
"86, 19296, 228, 84.63"
"87, 20880, 435, 48.00"
"88, 30744, 639, 48.11"
"89, 40272, 763, 52.78"
"90, 35840, 560, 64.00"
"91, 20304, 240, 84.60"
"92, 22656, 472, 48.00"
"93, 34152, 710, 48.10"
"94, 44336, 834, 53.16"
"95, 39616, 619, 64.00"
"96, 21312, 252, 84.57"
"97, 24480, 510, 48.00"
"98, 37800, 786, 48.09"
"99, 48592, 908, 53.52"
"100, 43584, 681, 64.00"
"101, 22320, 264, 84.55"
"102, 26304, 548, 48.00"
"103, 41736, 868, 48.08"
"104, 53040, 985, 53.85"
"105, 47744, 746, 64.00"
"106, 23328, 276, 84.52"
"107, 28080, 585, 48.00"
"108, 57680, 1065, 54.16"
"109, 46008, 957, 48.08"
"110, 52096, 814, 64.00"
"111, 24336, 288, 84.50"
"112, 29808, 621, 48.00"
"113, 62512, 1148, 54.45"
"114, 56640, 885, 64.00"
"115, 50616, 1053, 48.07"
"116, 25488, 303, 84.12"
"117, 31584, 658, 48.00"
"118, 55320, 1151, 48.06"
"119, 66000, 1210, 54.55"
"120, 59776, 934, 64.00"
"121, 33408, 696, 48.00"
"122, 60072, 1250, 48.06"
"123, 22704, 236, 96.20"
"124, 23936, 298, 80.32"
"125, 31216, 791, 39.46"
"126, 35232, 734, 48.00"
"127, 61272, 1275, 48.06"
"128, 25520, 310, 82.32"
"129, 32536, 824, 39.49"
"130, 5360, 67, 80.00"
"131, 35232, 734, 48.00"
"132, 61032, 1270, 48.06"
"133, 27152, 322, 84.32"
"134, 34080, 861, 39.58"
"135, 5280, 66, 80.00"
"136, 35088, 731, 48.00"
"137, 61176, 1273, 48.06"
"138, 28832, 334, 86.32"
"139, 35568, 897, 39.65"
"140, 21744, 189, 115.05"
"141, 35136, 732, 48.00"
"142, 61176, 1273, 48.06"
"143, 30560, 346, 88.32"
"144, 37000, 932, 39.70"
"145, 5280, 66, 80.00"
"146, 35088, 731, 48.00"
"147, 61128, 1272, 48.06"
"148, 32336, 358, 90.32"
"149, 38376, 966, 39.73"
"150, 5200, 65, 80.00"
"151, 35088, 731, 48.00"
"152, 61224, 1274, 48.06"
"153, 34160, 370, 92.32"
"154, 40144, 1007, 39.86"
"155, 23952, 208, 115.15"
"156, 35184, 733, 48.00"
"157, 61272, 1275, 48.06"
"158, 36032, 382, 94.32"
"159, 41632, 1043, 39.92"
"160, 24576, 212, 115.92"
"161, 35232, 734, 48.00"
"162, 61272, 1275, 48.06"
"163, 37952, 394, 96.32"
"164, 42896, 1075, 39.90"
"165, 5360, 67, 80.00"
"166, 35232, 734, 48.00"
"167, 61272, 1275, 48.06"
"168, 39920, 406, 98.33"
"169, 44552, 1114, 39.99"
"170, 5360, 67, 80.00"
"171, 35232, 734, 48.00"
"172, 61272, 1275, 48.06"
"173, 41936, 418, 100.33"
"174, 45816, 1146, 39.98"
"175, 5360, 67, 80.00"
"176, 35232, 734, 48.00"
"177, 61032, 1270, 48.06"
"178, 44000, 430, 102.33"
"179, 47416, 1184, 40.05"
"180, 5280, 66, 80.00"
"181, 34992, 729, 48.00"
"182, 61080, 1271, 48.06"
"183, 46112, 442, 104.33"
"184, 48848, 1219, 40.07"
"185, 28176, 242, 116.43"
"186, 35040, 730, 48.00"
"187, 61224, 1274, 48.06"
"188, 48272, 454, 106.33"
"189, 50224, 1253, 40.08"
"190, 29040, 251, 115.70"
"191, 35184, 733, 48.00"
"192, 61272, 1275, 48.06"
"193, 50480, 466, 108.33"
"194, 51992, 1294, 40.18"
"195, 29616, 254, 116.60"
"196, 35232, 734, 48.00"
"197, 61272, 1275, 48.06"
"198, 52736, 478, 110.33"
"199, 53200, 1325, 40.15"
"200, 5360, 67, 80.00"
"201, 35232, 734, 48.00"
"202, 61272, 1275, 48.06"
"203, 55040, 490, 112.33"
"204, 54800, 1363, 40.21"
"205, 5360, 67, 80.00"
"206, 35184, 733, 48.00"
"207, 61128, 1272, 48.06"
"208, 57392, 502, 114.33"
"209, 56400, 1401, 40.26"
"210, 5280, 66, 80.00"
"211, 35136, 732, 48.00"
"212, 61224, 1274, 48.06"
"213, 59792, 514, 116.33"
"214, 57664, 1433, 40.24"
"215, 32544, 279, 116.65"
"216, 35184, 733, 48.00"
"217, 61272, 1275, 48.06"
"218, 62240, 526, 118.33"
"219, 59264, 1471, 40.29"
"220, 33216, 284, 116.96"
"221, 35232, 734, 48.00"
"222, 61272, 1275, 48.06"
"223, 64736, 538, 120.33"
"224, 60920, 1510, 40.34"
"225, 5360, 67, 80.00"
"226, 35232, 734, 48.00"
"227, 61272, 1275, 48.06"
"228, 67280, 550, 122.33"
"229, 62576, 1549, 40.40"
"230, 5360, 67, 80.00"
"231, 35232, 734, 48.00"
"232, 61272, 1275, 48.06"
"233, 69872, 562, 124.33"
"234, 64120, 1586, 40.43"
"235, 5360, 67, 80.00"
"236, 35232, 734, 48.00"
"237, 61272, 1275, 48.06"
"238, 72512, 574, 126.33"
"239, 65496, 1620, 40.43"
"240, 5360, 67, 80.00"
"241, 35232, 734, 48.00"
"242, 61272, 1275, 48.06"
"243, 75200, 586, 128.33"
"244, 67040, 1657, 40.46"
"245, 5360, 67, 80.00"
"246, 35232, 734, 48.00"
"247, 61272, 1275, 48.06"
"248, 77936, 598, 130.33"
"249, 68528, 1693, 40.48"
"250, 5360, 67, 80.00"
"251, 35232, 734, 48.00"
"252, 61272, 1275, 48.06"
"253, 80720, 610, 132.33"
"254, 69848, 1726, 40.47"
"255, 5360, 67, 80.00"
"256, 35232, 734, 48.00"
"257, 61272, 1275, 48.06"
"258, 83552, 622, 134.33"
"259, 71616, 1767, 40.53"
"260, 5360, 67, 80.00"
"261, 35184, 733, 48.00"
"262, 61320, 1276, 48.06"
"263, 86432, 634, 136.33"
"264, 72880, 1799, 40.51"
"265, 39696, 338, 117.44"
"266, 35280, 735, 48.00"
"267, 61272, 1275, 48.06"
"268, 89360, 646, 138.33"
"269, 74256, 1833, 40.51"
"270, 40464, 345, 117.29"
"271, 35328, 736, 48.00"
"272, 61272, 1275, 48.06"
"273, 92336, 658, 140.33"
"274, 75688, 1868, 40.52"
"275, 5440, 68, 80.00"
"276, 35328, 736, 48.00"
"277, 61272, 1275, 48.06"
"278, 95360, 670, 142.33"
"279, 76952, 1900, 40.50"
"280, 5440, 68, 80.00"
"281, 35328, 736, 48.00"
"282, 61272, 1275, 48.06"
"283, 98432, 682, 144.33"
"284, 78720, 1941, 40.56"
"285, 5440, 68, 80.00"
"286, 35328, 736, 48.00"
"287, 61272, 1275, 48.06"
"288, 101552, 694, 146.33"
"289, 80040, 1974, 40.55"
"290, 5440, 68, 80.00"
"291, 35328, 736, 48.00"
"292, 61272, 1275, 48.06"
"293, 104720, 706, 148.33"
"294, 81416, 2008, 40.55"
"295, 5440, 68, 80.00"
"296, 35328, 736, 48.00"
"297, 61272, 1275, 48.06"
"298, 107936, 718, 150.33"
"299, 82904, 2044, 40.56"
"300, 5440, 68, 80.00"
"301, 35328, 736, 48.00"
"302, 61272, 1275, 48.06"
"303, 111200, 730, 152.33"
"304, 84448, 2081, 40.58"
"305, 5440, 68, 80.00"
"306, 70968, 817, 86.86"
"307, 29936, 931, 32.15"
"308, 12160, 190, 64.00"
"309, 6432, 134, 48.00"
"310, 14424, 299, 48.24"
"311, 83832, 1076, 77.91"
"312, 42448, 1134, 37.43"
"313, 24384, 381, 64.00"
"314, 7728, 161, 48.00"
"315, 19128, 397, 48.18"
"316, 96360, 1328, 72.56"
"317, 55152, 1340, 41.16"
"318, 36800, 575, 64.00"
"319, 9600, 200, 48.00"
"320, 23880, 496, 48.15"
"321, 109176, 1586, 68.84"
"322, 68048, 1549, 43.93"
"323, 49408, 772, 64.00"
"324, 11472, 239, 48.00"
"325, 28632, 595, 48.12"
"326, 118200, 1765, 66.97"
"327, 81136, 1761, 46.07"
"328, 62208, 972, 64.00"
"329, 13344, 278, 48.00"
"330, 33384, 694, 48.10"
