Snapshot,Size,Count,Average Count
"1834, 5616, 117, 48.00"
"1835, 19808, 411, 48.19"
"1836, 153624, 2197, 69.92"
"1837, 58112, 908, 64.00"
"1838, 86832, 2105, 41.25"
"1839, 7488, 156, 48.00"
"1840, 24600, 511, 48.14"
"1841, 63488, 992, 64.00"
"1842, 92272, 2190, 42.13"
"1843, 9360, 195, 48.00"
"1844, 29352, 610, 48.12"
"1845, 150984, 2142, 70.49"
"1846, 11232, 234, 48.00"
"1847, 31416, 653, 48.11"
"1848, 6000, 75, 80.00"
"1849, 3312, 46, 72.00"
"1850, 1472, 14, 105.14"
"1851, 11232, 234, 48.00"
"1852, 31416, 653, 48.11"
"1853, 6000, 75, 80.00"
"1854, 3168, 44, 72.00"
"1855, 1472, 14, 105.14"
"1856, 11232, 234, 48.00"
"1857, 31416, 653, 48.11"
"1858, 6000, 75, 80.00"
"1859, 3312, 46, 72.00"
"1860, 1472, 14, 105.14"
"1861, 11232, 234, 48.00"
"1862, 31416, 653, 48.11"
"1863, 6000, 75, 80.00"
"1864, 3168, 44, 72.00"
"1865, 1472, 14, 105.14"
"1866, 11232, 234, 48.00"
"1867, 31416, 653, 48.11"
"1868, 6000, 75, 80.00"
"1869, 3312, 46, 72.00"
"1870, 1472, 14, 105.14"
"1871, 11232, 234, 48.00"
"1872, 31416, 653, 48.11"
"1873, 6000, 75, 80.00"
"1874, 3168, 44, 72.00"
"1875, 1472, 14, 105.14"
"1876, 11232, 234, 48.00"
"1877, 31416, 653, 48.11"
"1878, 6000, 75, 80.00"
"1879, 3312, 46, 72.00"
"1880, 1472, 14, 105.14"
"1881, 11232, 234, 48.00"
"1882, 31416, 653, 48.11"
"1883, 6000, 75, 80.00"
"1884, 3168, 44, 72.00"
"1885, 1472, 14, 105.14"
"1886, 11232, 234, 48.00"
"1887, 31416, 653, 48.11"
"1888, 6000, 75, 80.00"
"1889, 3312, 46, 72.00"
"1890, 1472, 14, 105.14"
"1891, 11232, 234, 48.00"
"1892, 31416, 653, 48.11"
"1893, 6000, 75, 80.00"
"1894, 3168, 44, 72.00"
"1895, 1472, 14, 105.14"
"1896, 11232, 234, 48.00"
"1897, 31416, 653, 48.11"
"1898, 6000, 75, 80.00"
"1899, 3312, 46, 72.00"
"1900, 1472, 14, 105.14"
"1901, 11232, 234, 48.00"
"1902, 31416, 653, 48.11"
"1903, 6000, 75, 80.00"
"1904, 3168, 44, 72.00"
"1905, 1472, 14, 105.14"
"1906, 11232, 234, 48.00"
"1907, 31472, 654, 48.12"
"1908, 6000, 75, 80.00"
"1909, 3312, 46, 72.00"
"1910, 1472, 14, 105.14"
"1911, 11232, 234, 48.00"
"1912, 31472, 654, 48.12"
"1913, 6000, 75, 80.00"
"1914, 3168, 44, 72.00"
"1915, 1472, 14, 105.14"
"1916, 11232, 234, 48.00"
"1917, 31416, 653, 48.11"
"1918, 6000, 75, 80.00"
"1919, 3312, 46, 72.00"
"1920, 1472, 14, 105.14"
"1921, 11232, 234, 48.00"
"1922, 31416, 653, 48.11"
"1923, 6000, 75, 80.00"
"1924, 3168, 44, 72.00"
"1925, 1472, 14, 105.14"
"1926, 11232, 234, 48.00"
"1927, 31416, 653, 48.11"
"1928, 6000, 75, 80.00"
"1929, 3312, 46, 72.00"
"1930, 1472, 14, 105.14"
"1931, 11232, 234, 48.00"
"1932, 31416, 653, 48.11"
"1933, 6000, 75, 80.00"
"1934, 3168, 44, 72.00"
"1935, 1472, 14, 105.14"
"1936, 11232, 234, 48.00"
"1937, 31416, 653, 48.11"
"1938, 6000, 75, 80.00"
"1939, 3312, 46, 72.00"
"1940, 1472, 14, 105.14"
"1941, 11232, 234, 48.00"
"1942, 31416, 653, 48.11"
"1943, 6000, 75, 80.00"
"1944, 3168, 44, 72.00"
"1945, 1472, 14, 105.14"
"1946, 11232, 234, 48.00"
"1947, 31416, 653, 48.11"
"1948, 6000, 75, 80.00"
"1949, 3312, 46, 72.00"
"1950, 1472, 14, 105.14"
"1951, 11232, 234, 48.00"
"1952, 31416, 653, 48.11"
"1953, 6000, 75, 80.00"
"1954, 3168, 44, 72.00"
"1955, 1472, 14, 105.14"
"1956, 74976, 638, 117.52"
"1957, 29552, 1210, 24.42"
"1958, 832, 13, 64.00"
"1959, 10440, 216, 48.33"
"1960, 3744, 78, 48.00"
"1961, 106152, 1247, 85.13"
"1962, 20160, 315, 64.00"
"1963, 48880, 1512, 32.33"
"1964, 5712, 119, 48.00"
"1965, 11448, 235, 48.71"
"1966, 128064, 1702, 75.24"
"1967, 39488, 617, 64.00"
"1968, 68208, 1814, 37.60"
"1969, 4176, 87, 48.00"
"1970, 19752, 410, 48.18"
"1971, 150144, 2162, 69.45"
"1972, 58816, 919, 64.00"
"1973, 87536, 2116, 41.37"
"1974, 8544, 178, 48.00"
"1975, 22104, 459, 48.16"
"1976, 10464, 218, 48.00"
"1977, 63488, 992, 64.00"
"1978, 92272, 2190, 42.13"
"1979, 26904, 559, 48.13"
"1980, 145872, 2073, 70.37"
"1981, 11952, 249, 48.00"
"1982, 27912, 580, 48.12"
"1983, 6080, 76, 80.00"
"1984, 4592, 40, 114.80"
"1985, 3168, 44, 72.00"
"1986, 10848, 226, 48.00"
"1987, 28920, 601, 48.12"
"1988, 6080, 76, 80.00"
"1989, 4592, 40, 114.80"
"1990, 3312, 46, 72.00"
"1991, 11952, 249, 48.00"
"1992, 27864, 579, 48.12"
"1993, 6080, 76, 80.00"
"1994, 142032, 3477, 40.85"
"1995, 4592, 40, 114.80"
"1996, 11568, 241, 48.00"
"1997, 28200, 586, 48.12"
"1998, 6080, 76, 80.00"
"1999, 4592, 40, 114.80"
"2000, 3312, 46, 72.00"
"2001, 11808, 246, 48.00"
"2002, 28056, 583, 48.12"
"2003, 6080, 76, 80.00"
"2004, 4592, 40, 114.80"
"2005, 3168, 44, 72.00"
"2006, 10896, 227, 48.00"
"2007, 28872, 600, 48.12"
"2008, 6080, 76, 80.00"
"2009, 4592, 40, 114.80"
"2010, 3312, 46, 72.00"
"2011, 11856, 247, 48.00"
"2012, 27960, 581, 48.12"
"2013, 6080, 76, 80.00"
"2014, 4592, 40, 114.80"
"2015, 3168, 44, 72.00"
"2016, 11664, 243, 48.00"
"2017, 28160, 585, 48.14"
"2018, 6080, 76, 80.00"
"2019, 4592, 40, 114.80"
"2020, 3312, 46, 72.00"
"2021, 11664, 243, 48.00"
"2022, 28216, 586, 48.15"
"2023, 6080, 76, 80.00"
"2024, 4592, 40, 114.80"
"2025, 3168, 44, 72.00"
"2026, 10992, 229, 48.00"
"2027, 28880, 600, 48.13"
"2028, 6080, 76, 80.00"
"2029, 4592, 40, 114.80"
"2030, 3312, 46, 72.00"
"2031, 12000, 250, 48.00"
"2032, 27816, 578, 48.12"
"2033, 6080, 76, 80.00"
"2034, 4592, 40, 114.80"
"2035, 3168, 44, 72.00"
"2036, 11760, 245, 48.00"
"2037, 28008, 582, 48.12"
"2038, 6080, 76, 80.00"
"2039, 4592, 40, 114.80"
"2040, 3312, 46, 72.00"
"2041, 11712, 244, 48.00"
"2042, 28056, 583, 48.12"
"2043, 6080, 76, 80.00"
"2044, 4592, 40, 114.80"
"2045, 3168, 44, 72.00"
"2046, 11136, 232, 48.00"
"2047, 28680, 596, 48.12"
"2048, 6080, 76, 80.00"
"2049, 4592, 40, 114.80"
"2050, 3312, 46, 72.00"
"2051, 12000, 250, 48.00"
"2052, 27768, 577, 48.12"
"2053, 6080, 76, 80.00"
"2054, 4592, 40, 114.80"
"2055, 3168, 44, 72.00"
"2056, 11712, 244, 48.00"
"2057, 28056, 583, 48.12"
"2058, 6080, 76, 80.00"
"2059, 4592, 40, 114.80"
"2060, 3312, 46, 72.00"
"2061, 11712, 244, 48.00"
"2062, 28152, 585, 48.12"
"2063, 6080, 76, 80.00"
"2064, 4592, 40, 114.80"
"2065, 3168, 44, 72.00"
"2066, 11088, 231, 48.00"
"2067, 28680, 596, 48.12"
"2068, 6080, 76, 80.00"
"2069, 4592, 40, 114.80"
"2070, 3312, 46, 72.00"
"2071, 11904, 248, 48.00"
"2072, 27768, 577, 48.12"
"2073, 6080, 76, 80.00"
"2074, 4592, 40, 114.80"
"2075, 3168, 44, 72.00"
"2076, 11760, 245, 48.00"
"2077, 27864, 579, 48.12"
"2078, 6080, 76, 80.00"
"2079, 141920, 3475, 40.84"
"2080, 4592, 40, 114.80"
"2081, 11664, 243, 48.00"
"2082, 28056, 583, 48.12"
"2083, 6080, 76, 80.00"
"2084, 143376, 2021, 70.94"
"2085, 4592, 40, 114.80"
"2086, 11040, 230, 48.00"
"2087, 28824, 599, 48.12"
"2088, 6080, 76, 80.00"
"2089, 4592, 40, 114.80"
"2090, 3312, 46, 72.00"
"2091, 41968, 1404, 29.89"
"2092, 13312, 208, 64.00"
"2093, 98088, 1064, 92.19"
"2094, 9048, 187, 48.39"
"2095, 3648, 76, 48.00"
"2096, 121800, 1543, 78.94"
"2097, 32640, 510, 64.00"
"2098, 61296, 1706, 35.93"
"2099, 5568, 116, 48.00"
"2100, 14096, 288, 48.94"
"2101, 143784, 2001, 71.86"
"2102, 51968, 812, 64.00"
"2103, 80624, 2008, 40.15"
"2104, 7536, 157, 48.00"
"2105, 18368, 381, 48.21"
"2106, 154920, 2233, 69.38"
"2107, 63616, 994, 64.00"
"2108, 92272, 2190, 42.13"
"2109, 9504, 198, 48.00"
"2110, 22872, 475, 48.15"
"2111, 11472, 239, 48.00"
"2112, 27528, 572, 48.13"
"2113, 6080, 76, 80.00"
"2114, 3168, 44, 72.00"
"2115, 2552, 23, 110.96"
"2116, 11472, 239, 48.00"
"2117, 27528, 572, 48.13"
"2118, 6080, 76, 80.00"
"2119, 3312, 46, 72.00"
"2120, 2552, 23, 110.96"
"2121, 11472, 239, 48.00"
"2122, 27528, 572, 48.13"
"2123, 6080, 76, 80.00"
"2124, 3168, 44, 72.00"
"2125, 2552, 23, 110.96"
"2126, 11472, 239, 48.00"
"2127, 27528, 572, 48.13"
"2128, 6080, 76, 80.00"
"2129, 3312, 46, 72.00"
"2130, 2552, 23, 110.96"
"2131, 11472, 239, 48.00"
"2132, 27584, 573, 48.14"
"2133, 6080, 76, 80.00"
"2134, 3168, 44, 72.00"
"2135, 2552, 23, 110.96"
"2136, 11472, 239, 48.00"
"2137, 27584, 573, 48.14"
"2138, 6080, 76, 80.00"
"2139, 3312, 46, 72.00"
"2140, 2552, 23, 110.96"
"2141, 11472, 239, 48.00"
"2142, 27528, 572, 48.13"
"2143, 6080, 76, 80.00"
"2144, 3168, 44, 72.00"
"2145, 2552, 23, 110.96"
"2146, 11472, 239, 48.00"
"2147, 27528, 572, 48.13"
"2148, 6080, 76, 80.00"
"2149, 3312, 46, 72.00"
"2150, 2552, 23, 110.96"
"2151, 11472, 239, 48.00"
"2152, 27528, 572, 48.13"
"2153, 6080, 76, 80.00"
"2154, 3168, 44, 72.00"
"2155, 2552, 23, 110.96"
"2156, 11472, 239, 48.00"
"2157, 27528, 572, 48.13"
"2158, 6080, 76, 80.00"
"2159, 3312, 46, 72.00"
"2160, 2552, 23, 110.96"
"2161, 11472, 239, 48.00"
"2162, 27528, 572, 48.13"
"2163, 6080, 76, 80.00"
"2164, 3168, 44, 72.00"
"2165, 2552, 23, 110.96"
"2166, 11472, 239, 48.00"
"2167, 27528, 572, 48.13"
"2168, 6080, 76, 80.00"
"2169, 3312, 46, 72.00"
"2170, 2552, 23, 110.96"
"2171, 11472, 239, 48.00"
"2172, 27528, 572, 48.13"
"2173, 6080, 76, 80.00"
"2174, 3168, 44, 72.00"
"2175, 2552, 23, 110.96"
"2176, 11472, 239, 48.00"
"2177, 27528, 572, 48.13"
"2178, 6080, 76, 80.00"
"2179, 3312, 46, 72.00"
"2180, 2552, 23, 110.96"
"2181, 11472, 239, 48.00"
"2182, 27528, 572, 48.13"
"2183, 6080, 76, 80.00"
"2184, 3168, 44, 72.00"
"2185, 2552, 23, 110.96"
"2186, 11472, 239, 48.00"
"2187, 27528, 572, 48.13"
"2188, 6080, 76, 80.00"
"2189, 3312, 46, 72.00"
"2190, 2552, 23, 110.96"
"2191, 11472, 239, 48.00"
"2192, 27528, 572, 48.13"
"2193, 6080, 76, 80.00"
"2194, 3168, 44, 72.00"
"2195, 2552, 23, 110.96"
"2196, 11472, 239, 48.00"
"2197, 27528, 572, 48.13"
"2198, 6080, 76, 80.00"
"2199, 3312, 46, 72.00"
"2200, 2552, 23, 110.96"
"2201, 11472, 239, 48.00"
"2202, 27528, 572, 48.13"
"2203, 6080, 76, 80.00"
"2204, 3168, 44, 72.00"
"2205, 2552, 23, 110.96"
"2206, 11472, 239, 48.00"
"2207, 27528, 572, 48.13"
"2208, 6080, 76, 80.00"
"2209, 3312, 46, 72.00"
"2210, 2552, 23, 110.96"
"2211, 11472, 239, 48.00"
"2212, 27584, 573, 48.14"
"2213, 6080, 76, 80.00"
"2214, 3168, 44, 72.00"
"2215, 2552, 23, 110.96"
"2216, 11472, 239, 48.00"
"2217, 27584, 573, 48.14"
"2218, 6080, 76, 80.00"
"2219, 3312, 46, 72.00"
"2220, 2552, 23, 110.96"
"2221, 11472, 239, 48.00"
"2222, 27528, 572, 48.13"
"2223, 6080, 76, 80.00"
"2224, 3168, 44, 72.00"
"2225, 2552, 23, 110.96"
"2226, 109272, 1273, 85.84"
"2227, 19456, 304, 64.00"
"2228, 48176, 1501, 32.10"
"2229, 6432, 134, 48.00"
"2230, 14184, 294, 48.24"
"2231, 131928, 1745, 75.60"
"2232, 38784, 606, 64.00"
"2233, 67504, 1803, 37.44"
"2234, 7728, 161, 48.00"
"2235, 19032, 395, 48.18"
"2236, 154104, 2207, 69.83"
"2237, 58112, 908, 64.00"
"2238, 86832, 2105, 41.25"
"2239, 9600, 200, 48.00"
"2240, 23784, 494, 48.15"
"2241, 63488, 992, 64.00"
"2242, 92272, 2190, 42.13"
"2243, 11472, 239, 48.00"
"2244, 28536, 593, 48.12"
"2245, 149592, 2113, 70.80"
"2246, 13344, 278, 48.00"
"2247, 28728, 597, 48.12"
"2248, 5920, 74, 80.00"
"2249, 3312, 46, 72.00"
"2250, 1472, 14, 105.14"
"2251, 13344, 278, 48.00"
"2252, 28728, 597, 48.12"
"2253, 5920, 74, 80.00"
"2254, 3168, 44, 72.00"
"2255, 1472, 14, 105.14"
"2256, 13344, 278, 48.00"
"2257, 28728, 597, 48.12"
"2258, 5920, 74, 80.00"
"2259, 3312, 46, 72.00"
"2260, 1472, 14, 105.14"
"2261, 13344, 278, 48.00"
"2262, 28672, 596, 48.11"
"2263, 6000, 75, 80.00"
"2264, 224, 4, 56.00"
"2265, 147480, 2069, 71.28"
Snapshot,Size,Count,Average Count
"1, 40040, 10, 4004.00"
"2, 2184, 29, 75.31"
"3, 2000, 5, 400.00"
"4, 1256, 10, 125.60"
"5, 1008, 16, 63.00"
"6, 3192, 35, 91.20"
"7, 1560, 44, 35.45"
"8, 1096, 24, 45.67"
"9, 2320, 29, 80.00"
"10, 1456, 23, 63.30"
"11, 5664, 113, 50.12"
"12, 1200, 25, 48.00"
"13, 4296, 49, 87.67"
"14, 2208, 52, 42.46"
"15, 2240, 35, 64.00"
"16, 864, 18, 48.00"
"17, 5304, 61, 86.95"
"18, 7488, 155, 48.31"
"19, 3392, 78, 43.49"
"20, 3136, 49, 64.00"
"21, 6264, 72, 87.00"
"22, 4720, 105, 44.95"
"23, 1296, 27, 48.00"
"24, 4224, 66, 64.00"
"25, 8304, 172, 48.28"
"26, 7320, 85, 86.12"
"27, 4608, 96, 48.00"
"28, 6480, 134, 48.36"
"29, 6216, 134, 46.39"
"30, 5504, 86, 64.00"
"31, 4272, 89, 48.00"
"32, 8848, 183, 48.35"
"33, 8328, 97, 85.86"
"34, 8048, 172, 46.79"
"35, 6976, 109, 64.00"
"36, 9336, 109, 85.65"
"37, 4944, 103, 48.00"
"38, 10344, 214, 48.34"
"39, 10024, 211, 47.51"
"40, 8640, 135, 64.00"
"41, 10296, 120, 85.80"
"42, 6288, 131, 48.00"
"43, 11352, 235, 48.31"
"44, 12096, 249, 48.58"
"45, 10496, 164, 64.00"
"46, 7968, 166, 48.00"
"47, 11304, 132, 85.64"
"48, 12264, 254, 48.28"
"49, 14480, 295, 49.08"
"50, 12544, 196, 64.00"
"51, 12360, 145, 85.24"
"52, 9072, 189, 48.00"
"53, 14040, 291, 48.25"
"54, 17032, 343, 49.66"
"55, 14784, 231, 64.00"
"56, 10512, 219, 48.00"
"57, 13368, 157, 85.15"
"58, 15768, 327, 48.22"
"59, 19752, 393, 50.26"
"60, 17216, 269, 64.00"
"61, 12336, 257, 48.00"
"62, 14376, 169, 85.07"
"63, 17400, 361, 48.20"
"64, 22640, 445, 50.88"
"65, 19840, 310, 64.00"
"66, 15384, 181, 84.99"
"67, 14016, 292, 48.00"
"68, 19512, 405, 48.18"
"69, 25912, 508, 51.01"
"70, 22656, 354, 64.00"
"71, 16392, 193, 84.93"
"72, 15696, 327, 48.00"
"73, 21864, 454, 48.16"
"74, 29232, 568, 51.46"
"75, 25664, 401, 64.00"
"76, 17400, 205, 84.88"
"77, 17568, 366, 48.00"
"78, 24312, 505, 48.14"
"79, 32720, 630, 51.94"
"80, 28864, 451, 64.00"
"81, 18408, 217, 84.83"
"82, 19392, 404, 48.00"
"83, 27152, 564, 48.14"
"84, 36400, 695, 52.37"
"85, 32256, 504, 64.00"
"86, 19416, 229, 84.79"
"87, 21168, 441, 48.00"
"88, 30272, 629, 48.13"
"89, 40272, 763, 52.78"
"90, 35840, 560, 64.00"
"91, 20424, 241, 84.75"
"92, 22944, 478, 48.00"
"93, 33680, 700, 48.11"
"94, 44336, 834, 53.16"
"95, 39616, 619, 64.00"
"96, 21432, 253, 84.71"
"97, 24768, 516, 48.00"
"98, 37328, 776, 48.10"
"99, 48592, 908, 53.52"
"100, 43584, 681, 64.00"
"101, 22440, 265, 84.68"
"102, 26592, 554, 48.00"
"103, 41208, 857, 48.08"
"104, 53040, 985, 53.85"
"105, 47744, 746, 64.00"
"106, 23448, 277, 84.65"
"107, 28368, 591, 48.00"
"108, 57680, 1065, 54.16"
"109, 45480, 946, 48.08"
"110, 52096, 814, 64.00"
"111, 24456, 289, 84.62"
"112, 30096, 627, 48.00"
"113, 62512, 1148, 54.45"
"114, 56640, 885, 64.00"
"115, 50088, 1042, 48.07"
"116, 25608, 304, 84.24"
"117, 31872, 664, 48.00"
"118, 54792, 1140, 48.06"
"119, 65936, 1209, 54.54"
"120, 59776, 934, 64.00"
"121, 33696, 702, 48.00"
"122, 59544, 1239, 48.06"
"123, 23112, 243, 95.11"
"124, 23936, 298, 80.32"
"125, 31160, 790, 39.44"
"126, 35520, 740, 48.00"
"127, 61032, 1270, 48.06"
"128, 25520, 310, 82.32"
"129, 32424, 822, 39.45"
"130, 5360, 67, 80.00"
"131, 35520, 740, 48.00"
"132, 60792, 1265, 48.06"
"133, 27152, 322, 84.32"
"134, 33968, 859, 39.54"
"135, 5280, 66, 80.00"
"136, 35376, 737, 48.00"
"137, 60936, 1268, 48.06"
"138, 28832, 334, 86.32"
"139, 35512, 896, 39.63"
"140, 21864, 190, 115.07"
"141, 35424, 738, 48.00"
"142, 60936, 1268, 48.06"
"143, 30560, 346, 88.32"
"144, 36944, 931, 39.68"
"145, 5280, 66, 80.00"
"146, 35376, 737, 48.00"
"147, 60888, 1267, 48.06"
"148, 32336, 358, 90.32"
"149, 38320, 965, 39.71"
"150, 5200, 65, 80.00"
"151, 35376, 737, 48.00"
"152, 60984, 1269, 48.06"
"153, 34160, 370, 92.32"
"154, 39976, 1004, 39.82"
"155, 24072, 209, 115.18"
"156, 35472, 739, 48.00"
"157, 61032, 1270, 48.06"
"158, 36032, 382, 94.32"
"159, 41632, 1043, 39.92"
"160, 24696, 213, 115.94"
"161, 35520, 740, 48.00"
"162, 61032, 1270, 48.06"
"163, 37952, 394, 96.32"
"164, 42896, 1075, 39.90"
"165, 5360, 67, 80.00"
"166, 35520, 740, 48.00"
"167, 61032, 1270, 48.06"
"168, 39920, 406, 98.33"
"169, 44440, 1112, 39.96"
"170, 5360, 67, 80.00"
"171, 35520, 740, 48.00"
"172, 61032, 1270, 48.06"
"173, 41936, 418, 100.33"
"174, 45760, 1145, 39.97"
"175, 5360, 67, 80.00"
"176, 35520, 740, 48.00"
"177, 60792, 1265, 48.06"
"178, 44000, 430, 102.33"
"179, 47416, 1184, 40.05"
"180, 5280, 66, 80.00"
"181, 35280, 735, 48.00"
"182, 60840, 1266, 48.06"
"183, 46112, 442, 104.33"
"184, 48848, 1219, 40.07"
"185, 28296, 243, 116.44"
"186, 35328, 736, 48.00"
"187, 60984, 1269, 48.06"
"188, 48272, 454, 106.33"
"189, 50056, 1250, 40.04"
"190, 29160, 252, 115.71"
"191, 35472, 739, 48.00"
"192, 61032, 1270, 48.06"
"193, 50480, 466, 108.33"
"194, 51768, 1290, 40.13"
"195, 29736, 255, 116.61"
"196, 35520, 740, 48.00"
"197, 61032, 1270, 48.06"
"198, 52736, 478, 110.33"
"199, 53088, 1323, 40.13"
"200, 5360, 67, 80.00"
"201, 35520, 740, 48.00"
"202, 61032, 1270, 48.06"
"203, 55040, 490, 112.33"
"204, 54744, 1362, 40.19"
"205, 5360, 67, 80.00"
"206, 35472, 739, 48.00"
"207, 60888, 1267, 48.06"
"208, 57392, 502, 114.33"
"209, 56344, 1400, 40.25"
"210, 5280, 66, 80.00"
"211, 35424, 738, 48.00"
"212, 60984, 1269, 48.06"
"213, 59792, 514, 116.33"
"214, 57664, 1433, 40.24"
"215, 32664, 280, 116.66"
"216, 35472, 739, 48.00"
"217, 61032, 1270, 48.06"
"218, 62240, 526, 118.33"
"219, 59264, 1471, 40.29"
"220, 33336, 285, 116.97"
"221, 35520, 740, 48.00"
"222, 61032, 1270, 48.06"
"223, 64736, 538, 120.33"
"224, 60920, 1510, 40.34"
"225, 5360, 67, 80.00"
"226, 35520, 740, 48.00"
"227, 61032, 1270, 48.06"
"228, 67280, 550, 122.33"
"229, 62520, 1548, 40.39"
"230, 5360, 67, 80.00"
"231, 35520, 740, 48.00"
"232, 61032, 1270, 48.06"
"233, 69872, 562, 124.33"
"234, 64008, 1584, 40.41"
"235, 5360, 67, 80.00"
"236, 35520, 740, 48.00"
"237, 61032, 1270, 48.06"
"238, 72512, 574, 126.33"
"239, 65384, 1618, 40.41"
"240, 5360, 67, 80.00"
"241, 35520, 740, 48.00"
"242, 61032, 1270, 48.06"
"243, 75200, 586, 128.33"
"244, 66872, 1654, 40.43"
"245, 5360, 67, 80.00"
"246, 35520, 740, 48.00"
"247, 61032, 1270, 48.06"
"248, 77936, 598, 130.33"
"249, 68416, 1691, 40.46"
"250, 5360, 67, 80.00"
"251, 35520, 740, 48.00"
"252, 61032, 1270, 48.06"
"253, 80720, 610, 132.33"
"254, 69960, 1728, 40.49"
"255, 5360, 67, 80.00"
"256, 35520, 740, 48.00"
"257, 61032, 1270, 48.06"
"258, 83552, 622, 134.33"
"259, 71504, 1765, 40.51"
"260, 5360, 67, 80.00"
"261, 35472, 739, 48.00"
"262, 61080, 1271, 48.06"
"263, 86432, 634, 136.33"
"264, 72824, 1798, 40.50"
"265, 39816, 339, 117.45"
"266, 35568, 741, 48.00"
"267, 61088, 1271, 48.06"
"268, 89360, 646, 138.33"
"269, 74144, 1831, 40.49"
"270, 40584, 346, 117.29"
"271, 35616, 742, 48.00"
"272, 61032, 1270, 48.06"
"273, 92336, 658, 140.33"
"274, 75744, 1869, 40.53"
"275, 5440, 68, 80.00"
Snapshot,Size,Count,Average Count
"1, 40152, 12, 3346.00"
"2, 2184, 29, 75.31"
"3, 2000, 5, 400.00"
"4, 1256, 10, 125.60"
"5, 1008, 16, 63.00"
"6, 3072, 34, 90.35"
"7, 1672, 46, 36.35"
"8, 1096, 24, 45.67"
"9, 2320, 29, 80.00"
"10, 1536, 24, 64.00"
"11, 5712, 114, 50.11"
"12, 1152, 24, 48.00"
"13, 4176, 48, 87.00"
"14, 2208, 52, 42.46"
"15, 2240, 35, 64.00"
"16, 960, 20, 48.00"
"17, 5184, 60, 86.40"
"18, 7680, 159, 48.30"
"19, 3392, 78, 43.49"
"20, 3136, 49, 64.00"
"21, 6144, 71, 86.54"
"22, 4720, 105, 44.95"
"23, 4224, 66, 64.00"
"24, 1584, 33, 48.00"
"25, 8352, 173, 48.28"
"26, 7200, 84, 85.71"
"27, 4944, 103, 48.00"
"28, 6440, 133, 48.42"
"29, 6216, 134, 46.39"
"30, 5504, 86, 64.00"
"31, 4320, 90, 48.00"
"32, 9192, 190, 48.38"
"33, 8112, 94, 86.30"
"34, 8048, 172, 46.79"
"35, 6976, 109, 64.00"
"36, 9216, 108, 85.33"
"37, 5040, 105, 48.00"
"38, 10392, 215, 48.33"
"39, 10024, 211, 47.51"
"40, 8640, 135, 64.00"
"41, 10224, 120, 85.20"
"42, 6240, 130, 48.00"
"43, 11544, 239, 48.30"
"44, 12096, 249, 48.58"
"45, 10496, 164, 64.00"
"46, 11232, 132, 85.09"
"47, 8208, 171, 48.00"
"48, 12168, 252, 48.29"
"49, 14480, 295, 49.08"
"50, 12544, 196, 64.00"
"51, 12240, 144, 85.00"
"52, 9216, 192, 48.00"
"53, 14040, 291, 48.25"
"54, 17032, 343, 49.66"
"55, 14784, 231, 64.00"
"56, 10464, 218, 48.00"
"57, 13248, 156, 84.92"
"58, 15960, 331, 48.22"
"59, 19752, 393, 50.26"
"60, 17216, 269, 64.00"
"61, 11904, 248, 48.00"
"62, 14256, 168, 84.86"
"63, 18024, 374, 48.19"
"64, 22640, 445, 50.88"
"65, 19840, 310, 64.00"
"66, 15264, 180, 84.80"
"67, 13632, 284, 48.00"
"68, 20040, 416, 48.17"
"69, 25912, 508, 51.01"
"70, 22656, 354, 64.00"
"71, 16272, 192, 84.75"
"72, 15264, 318, 48.00"
"73, 22440, 466, 48.15"
"74, 29232, 568, 51.46"
"75, 25664, 401, 64.00"
"76, 17280, 204, 84.71"
"77, 17088, 356, 48.00"
"78, 24936, 518, 48.14"
"79, 32720, 630, 51.94"
"80, 28864, 451, 64.00"
"81, 18288, 216, 84.67"
"82, 18912, 394, 48.00"
"83, 27720, 576, 48.12"
"84, 36400, 695, 52.37"
"85, 32256, 504, 64.00"
"86, 19296, 228, 84.63"
"87, 20688, 431, 48.00"
"88, 30840, 641, 48.11"
"89, 40272, 763, 52.78"
"90, 35840, 560, 64.00"
"91, 20304, 240, 84.60"
"92, 22464, 468, 48.00"
"93, 34248, 712, 48.10"
"94, 44336, 834, 53.16"
"95, 39616, 619, 64.00"
"96, 21312, 252, 84.57"
"97, 24288, 506, 48.00"
"98, 37896, 788, 48.09"
"99, 48592, 908, 53.52"
"100, 43584, 681, 64.00"
"101, 22320, 264, 84.55"
"102, 26112, 544, 48.00"
"103, 41832, 870, 48.08"
"104, 53040, 985, 53.85"
"105, 47744, 746, 64.00"
"106, 23328, 276, 84.52"
"107, 27888, 581, 48.00"
"108, 57680, 1065, 54.16"
"109, 46104, 959, 48.08"
"110, 52096, 814, 64.00"
"111, 24336, 288, 84.50"
"112, 29616, 617, 48.00"
"113, 62512, 1148, 54.45"
"114, 56640, 885, 64.00"
"115, 50712, 1055, 48.07"
"116, 25488, 303, 84.12"
"117, 31392, 654, 48.00"
"118, 55416, 1153, 48.06"
"119, 66000, 1210, 54.55"
"120, 59840, 935, 64.00"
"121, 33216, 692, 48.00"
"122, 60168, 1252, 48.06"
"123, 22752, 237, 96.00"
"124, 23936, 298, 80.32"
"125, 31160, 790, 39.44"
"126, 35040, 730, 48.00"
"127, 61416, 1278, 48.06"
"128, 25520, 310, 82.32"
"129, 32536, 824, 39.49"
"130, 5360, 67, 80.00"
"131, 35040, 730, 48.00"
